1,332
1,382
1,282
2,263
2,313
2,213
3,282
3,332
3,232
4,166
4,216
4,116
5,171
5,221
5,121
6,360
6,410
6,310
7,56
7,106
7,6
8,354
8,404
8,304
9,375
9,425
9,325
10,333
10,383
10,283
11,69
11,119
11,19
12,216
12,266
12,166
13,395
13,445
13,345
14,366
14,416
14,316
15,200
15,250
15,150
16,434
16,484
16,384
17,398
17,448
17,348
18,73
18,123
18,23
19,429
19,479
19,379
20,196
20,246
20,146
21,260
21,310
21,210
22,357
22,407
22,307
23,72
23,122
23,22
24,287
24,337
24,237
25,238
25,288
25,188
26,169
26,219
26,119
27,299
27,349
27,249
28,309
28,359
28,259
29,156
29,206
29,106
30,162
30,212
30,112
31,382
31,432
31,332
32,380
32,430
32,330
33,286
33,336
33,236
34,444
34,494
34,394
35,414
35,464
35,364
36,141
36,191
36,91
37,328
37,378
37,278
38,442
38,492
38,392
39,148
39,198
39,98
40,264
40,314
40,214
41,93
41,143
41,43
42,449
42,499
42,399
43,320
43,370
43,270
44,57
44,107
44,7
45,280
45,330
45,230
46,90
46,140
46,40
47,92
47,142
47,42
48,369
48,419
48,319
49,164
49,214
49,114
50,69
50,119
50,19
51,169
51,219
51,119
52,203
52,253
52,153
53,171
53,221
53,121
54,429
54,479
54,379
55,441
55,491
55,391
56,211
56,261
56,161
57,162
57,212
57,112
58,115
58,165
58,65
59,115
59,165
59,65
60,308
60,358
60,258
61,214
61,264
61,164
62,215
62,265
62,165
63,335
63,385
63,285
64,181
64,231
64,131
65,303
65,353
65,253
66,133
66,183
66,83
67,125
67,175
67,75
68,283
68,333
68,233
69,83
69,133
69,33
70,233
70,283
70,183
71,412
71,462
71,362
72,155
72,205
72,105
73,364
73,414
73,314
74,202
74,252
74,152
75,166
75,216
75,116
76,417
76,467
76,367
77,303
77,353
77,253
78,301
78,351
78,251
79,221
79,271
79,171
80,90
80,140
80,40
81,274
81,324
81,224
82,328
82,378
82,278
83,415
83,465
83,365
84,384
84,434
84,334
85,60
85,110
85,10
86,267
86,317
86,217
87,416
87,466
87,366
88,222
88,272
88,172
89,321
89,371
89,271
90,251
90,301
90,201
91,255
91,305
91,205
92,235
92,285
92,185
93,192
93,242
93,142
94,212
94,262
94,162
95,158
95,208
95,108
96,73
96,123
96,23
97,148
97,198
97,98
98,441
98,491
98,391
99,75
99,125
99,25
100,206
100,256
100,156
101,196
101,246
101,146
102,246
102,296
102,196
103,113
103,163
103,63
104,240
104,290
104,190
105,153
105,203
105,103
106,301
106,351
106,251
107,267
107,317
107,217
108,113
108,163
108,63
109,425
109,475
109,375
110,312
110,362
110,262
111,252
111,302
111,202
112,206
112,256
112,156
113,93
113,143
113,43
114,363
114,413
114,313
115,234
115,284
115,184
116,351
116,401
116,301
117,288
117,338
117,238
118,383
118,433
118,333
119,58
119,108
119,8
120,134
120,184
120,84
121,80
121,130
121,30
122,93
122,143
122,43
123,183
123,233
123,133
124,102
124,152
124,52
125,51
125,101
125,1
126,265
126,315
126,215
127,313
127,363
127,263
128,268
128,318
128,218
129,381
129,431
129,331
130,83
130,133
130,33
131,127
131,177
131,77
132,321
132,371
132,271
133,232
133,282
133,182
134,193
134,243
134,143
135,110
135,160
135,60
136,332
