1,39
1,29
2,32
2,16
3,17
3,42
4,1
4,44
5,39
5,3
6,23
6,47
7,43
7,21
8,52
8,48
9,4
9,52
10,20
10,29
11,42
11,3
12,32
12,26
13,17
13,34
14,35
14,15
15,16
15,45
16,32
16,54
17,50
17,13
18,38
18,53
19,14
19,29
20,6
20,54
21,37
21,1
22,32
22,6
23,44
23,16
24,3
24,21
25,17
25,52
26,53
26,22
27,16
27,9
28,35
28,23
29,39
29,18
30,35
30,12
31,11
31,32
32,5
32,25
33,49
33,15
34,43
34,21
35,16
35,50
36,35
36,34
37,24
37,6
38,31
38,38
39,50
39,46
40,2
40,30
41,50
41,24
42,37
42,28
43,26
43,20
44,22
44,15
45,4
45,14
46,53
46,4
47,22
47,20
48,27
48,9
49,26
49,14
50,34
50,30
51,9
51,51
52,36
52,28
53,22
53,6
54,43
54,25
55,41
55,33
56,45
56,2
57,12
57,4
58,6
58,18
59,7
59,1
60,29
60,36
61,30
61,45
62,5
62,11
63,37
63,25
64,20
64,9
65,39
65,51
66,29
66,5
67,41
67,22
68,25
68,27
69,12
69,18
70,6
70,32
71,10
71,51
72,6
72,24
73,15
73,48
74,41
74,15
75,37
75,14
76,5
76,2
77,18
77,43
78,17
78,13
79,26
79,14
80,19
80,3
81,27
81,12
82,47
82,32
83,41
83,51
84,18
84,30
85,5
85,35
86,23
86,52
87,7
87,50
88,34
88,19
89,9
89,26
90,12
90,54
91,8
91,2
92,19
92,30
93,50
93,22
94,46
94,45
95,37
95,39
96,54
96,19
97,27
97,23
98,38
98,10
99,23
99,30
100,44
100,24
101,28
101,13
102,34
102,27
103,37
103,48
104,21
104,17
105,16
105,9
106,29
106,13
107,32
107,20
108,48
108,26
109,11
109,37
110,41
110,34
111,43
111,9
112,44
112,11
113,52
113,4
114,43
114,21
115,26
115,7
116,10
116,3
117,39
117,29
118,31
118,12
119,26
119,41
120,22
120,49
121,41
121,5
122,35
122,39
123,1
123,24
124,22
124,15
125,54
125,44
126,38
126,23
127,40
127,15
128,20
128,24
129,52
129,7
130,35
130,19
131,6
131,11
132,5
132,24
133,52
133,30
134,27
134,53
135,12
135,21
136,22
136,16
137,28
137,8
138,53
138,31
139,50
139,36
140,24
140,38
141,4
141,41
142,38
142,27
143,9
143,13
144,18
144,43
145,3
145,28
146,41
146,44
147,18
147,53
148,44
148,37
149,49
149,48
150,23
150,7
151,52
151,44
152,38
152,22
153,1
153,10
154,9
154,28
155,22
155,6
156,15
156,35
157,46
157,27
158,11
158,49
159,21
159,18
160,42
160,12
161,25
161,13
162,48
162,33
163,21
163,22
164,47
164,32
165,51
165,28
166,18
166,47
167,14
167,15
168,10
168,19
169,1
169,41
170,46
170,16
171,38
171,22
172,44
172,41
173,24
173,5
174,23
174,19
175,39
175,17
176,44
176,9
177,33
177,52
178,14
178,51
179,7
179,54
180,35
180,33
181,49
181,32
182,14
182,47
183,5
183,24
184,42
184,14
185,21
185,22
186,29
186,15
187,32
187,12
188,5
188,49
189,7
189,36
190,49
190,13
191,52
191,46
192,24
192,27
193,42
193,46
194,21
194,11
195,18
195,23
196,9
196,34
197,6
197,12
198,38
198,28
199,10
199,54
200,26
200,1
201,23
201,16
202,41
202,49
203,45
203,10
204,6
204,1
205,9
205,21
206,11
206,53
207,48
207,32
208,40
208,8
209,14
209,2
210,45
210,43
211,18
211,25
212,30
212,44
213,31
213,11
214,12
214,20
215,31
215,19
216,29
216,23
217,31
217,3
218,30
218,12
219,52
219,51
220,54
220,46
221,23
221,44
222,54
222,14
223,10
223,38
224,1
224,19
225,38
225,6
226,16
226,22
227,31
227,17
228,16
228,44
229,17
229,21
230,22
230,46
231,23
231,40
232,36
232,22
233,52
233,35
234,28
234,13
235,32
235,41
236,25
236,49
237,16
237,37
238,49
238,16
239,20
239,1
240,16
240,54
241,42
241,32
242,33
242,15
243,28
243,43
244,47
244,6
245,30
245,23
246,4
246,25
247,38
247,27
248,22
248,52
249,54
249,32
250,29
250,34
251,5
251,10
252,16
252,2
253,9
253,23
254,30
254,31
255,43
255,3
256,22
256,4
257,17
257,33
258,28
258,18
259,50
259,42
260,32
260,24
261,40
261,9
262,4
262,14
263,41
263,52
264,19
264,37
265,43
265,2
266,27
266,12
267,33
267,50
268,52
268,36
269,1
269,53
270,52
270,4
271,16
271,32
272,44
272,3
273,31
273,17
274,23
274,28
275,40
275,25
276,18
276,5
277,23
277,31
278,42
278,32
279,36
279,44
280,23
280,39
281,38
281,40
282,11
282,42
283,4
283,14
284,52
284,45
285,12
285,10
286,13
286,50
287,14
287,39
288,36
288,42
289,41
289,17
290,45
290,39
291,49
291,13
292,20
292,30
293,12
293,32
294,35
294,8
295,4
295,35
296,46
296,23
297,11
297,27
298,53
298,42
299,21
299,27
300,30
300,37
301,3
301,35
302,49
302,19
303,7
303,23
304,42
304,20
305,23
305,41
306,24
306,39
307,28
307,10
308,16
308,5
309,53
309,16
310,34
310,17
311,47
311,18
312,43
312,10
313,17
313,4
314,27
314,25
315,33
315,2
316,18
316,8
317,42
317,34
318,53
318,45
319,30
319,33
320,11
320,49
321,18
321,33
322,42
322,39
323,38
323,42
324,14
324,30
325,28
325,31
326,16
326,23
327,19
327,53
328,29
328,32
329,26
329,2
330,21
330,8
331,36
331,9
332,11
332,21
333,6
333,34
334,38
334,24
335,23
335,19
336,38
336,12
337,3
337,48
338,25
338,40
339,41
339,45
340,12
340,26
341,47
341,45
342,23
342,25
343,19
343,14
344,44
344,30
345,34
345,5
346,39
346,14
347,4
347,15
